Player	G	team	W	cor_WL_GmSc	cor_margin_GmSc	cor_WL_MP	cor_margin_MP	cor_WL_USG	cor_margin_USG	cor_WL_ORtg	cor_margin_ORtg	cor_WL_DRtg	cor_margin_DRtg	cor_WL_BPM	cor_margin_BPM	cor_GmSc_BPM	PTS_sd	MP_sd	GmSc	GmSc_sd	USG_sd	ORtg	ORtg_sd	DRtg	DRtg_sd	BPM_log	BPM_sd	GmSc_diff	MP_diff	GmSc_diff_abs	MP_diff_abs	Season	Age	Tm	Lg	Pos	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	X1.x	FT%	ORB	DRB	TRB	X2.x	STL	BLK	TOV	PF	PTS	PER	TS%	3PAr	FTr	ORB%	DRB%	TRB%	AST%	STL%	BLK%	TOV%	USG%	X1.y	OWS	DWS	WS	WS/48	X2.y	OBPM	DBPM	BPM	VORP
Malik Newman	1	CLE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	5.7	NA	NA	116	NA	120	NA	6.4	NA	NA	NA	NA	NA	2021-22	24	CLE	NBA	PG	0	8	3	5	0.6	0	1	0	3	4	0.75	0.6	2	2	1	0	1	1	1	0	0	1	0	8	28.6	0.68	0.2	0.4	0	13.5	6.9	27.8	0	0	14.5	38.1	NA	0	0	0	0.179	NA	6.3	0.1	6.4	0
Isaac Okoro	67	CLE	34	0.14166189355699	0.222311084844458	-0.136659017174911	-0.169197748148152	0.314639299408365	0.369323757800191	-0.00820181829300674	0.0266380500772747	-0.633713058868897	-0.669053370077481	0.129519509921759	0.232834878244981	0.872830821249303	5.08062539553639	5.86350949776098	7.1089552238806	5.3285887421355	5.18321011719096	121.850746268657	43.7351719395975	114.44776119403	14.155289815482	-2.04477611940298	7.11169083552056	-0.0545454545454545	-0.0396464646464647	6.14242424242424	5.06489898989899	2021-22	21	CLE	NBA	SF	61	29.6	3.1	6.4	0.48	0.8	2.3	0.35	2.3	4.1	0.555	0.544	1.8	2.3	0.768	1.1	1.9	3	1.8	0.8	0.3	0.9	2.4	8.8	10.4	0.589	0.364	0.36	4.1	7.1	5.6	8.5	1.4	1	10.4	12.4	NA	2.4	1.9	4.2	0.103	NA	-2.4	0.7	-1.7	0.1
Cedi Osman	66	CLE	37	-0.0981713452855487	-0.0116881654199168	0.00394918976888326	0.0370783592834424	-0.0961104709747894	-0.0473757673400904	-0.129843753722653	-0.0902016093221687	-0.481297375050459	-0.630569745696458	-0.120364595250139	-0.0522814355095641	0.880907005163249	6.78983540314968	7.97239564176555	7.26212121212121	6.23520439863634	5.8272105062699	100.681818181818	40.0926462050122	112.712121212121	13.9557158419769	-1.3969696969697	10.3794022311495	-0.0169230769230768	0.158717948717949	7.19230769230769	8.53153846153846	2021-22	26	CLE	NBA	SF	3	22.2	3.7	8.7	0.432	1.9	5.4	0.357	1.8	3.2	0.559	0.544	1.3	2	0.664	0.4	1.8	2.2	2	0.8	0.2	1	1.9	10.7	13.3	0.563	0.628	0.229	1.9	9	5.5	14.1	1.8	0.6	9.6	21.1	NA	1.3	1.6	2.9	0.094	NA	-0.3	0.5	0.2	0.8
Kevin Pangos	24	CLE	16	-0.011646643742931	0.169503581875917	-0.217849157965008	-0.118613663660399	0.18706028468078	0.080118949198415	0.0423069206923863	0.179297353713228	-0.451799683556486	-0.454349878855513	-0.202812867507491	-0.0589636454392834	0.46771508161704	2.58444342675303	7.91154827547282	1.2125	2.32571868275257	15.5099681598268	78.7083333333333	86.7888387768375	107.125	16.9867275554616	-7.93333333333333	20.7308144236223	0.0173913043478261	-0.167391304347826	2.14782608695652	4.37753623188406	2021-22	29	CLE	NBA	PG	3	6.9	0.6	1.9	0.326	0.3	1.1	0.231	0.4	0.8	0.45	0.391	0.1	0.2	0.75	0.1	0.4	0.5	1.3	0.1	0	0.3	0.5	1.6	6.5	0.408	0.565	0.087	1.4	5.9	3.7	24.6	0.9	0	12.8	14.6	NA	-0.1	0.1	0.1	0.016	NA	-4.7	-1.4	-6.1	-0.2
Rajon Rondo	39	LAL_CLE	16	0.2577940629313	0.31154251605616	0.0942057063499009	0.113885080686588	0.198076943146286	0.286424078903853	0.146971275879763	0.328681727686118	-0.440157848304472	-0.484404432036252	0.0873563801683135	0.186429078284071	0.794854871396733	4.53327776420653	6.18988274307918	4.83076923076923	4.69272414691385	6.99622030210024	97.5641025641026	35.9230133478416	112.128205128205	11.1642745237219	-2.66410256410256	7.39083668718043	0.255263157894737	0.125438596491228	4.72368421052632	5.76929824561403	2021-22	35	TOT	NBA	PG	1	17.9	1.7	4.5	0.386	0.8	2.3	0.352	0.9	2.3	0.42	0.474	0.5	0.7	0.731	0.4	2.4	2.8	4.4	0.8	0.2	1.7	1.4	4.8	10.9	0.496	0.5	0.148	2.4	14.4	8.5	33.1	2.1	0.8	26.6	16	NA	-0.1	0.8	0.7	0.048	NA	-2.4	0.7	-1.7	0.1
Ricky Rubio	34	CLE	20	-0.089530502940001	0.102428669627385	-0.43082511806566	-0.508608835656958	-0.423856117353471	-0.275413031014169	0.10486577593893	0.306669506145718	-0.612586365954019	-0.747658390381273	0.0736721654130921	0.270420048527671	0.918996502997642	7.99381445360828	4.24594630346211	10.3117647058824	7.2057958450917	6.17583122062101	101.058823529412	23.0361260112085	104.411764705882	13.0943375387731	0.105882352941176	7.64289890966219	0.421212121212121	0.358080808080808	7.34242424242424	4.51161616161616	2021-22	31	CLE	NBA	PG	8	28.5	4.4	12.1	.363	1.7	5.1	.339	2.6	7.0	.380	.434	2.6	3.0	.854	0.4	3.7	4.1	6.6	1.4	0.2	2.6	2.2	13.1	14	0.488	0.423	0.251	1.7	14.1	8	34.6	2.5	0.6	16.5	24.9	NA	-0.1	1.4	1.3	0.064	NA	-1	1.2	0.2	0.5
Tre Scott	2	CLE	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24264068711928	5.27973063285955	2.45	3.46482322781408	17.5362481734264	56	79.1959594928933	101.5	26.1629509039023	-4.55	3.32340187157677	4.9	7.46666666666667	4.9	7.46666666666667	2021-22	25	CLE	NBA	SF	0	5.5	1.5	3	0.5	0	0.5	0	1.5	2.5	0.6	0.5	0	0	NA	0.5	0.5	1	0	0.5	0.5	0	1	3	20.4	0.5	0.167	0	10.3	9.8	10.1	0	4.5	8.1	0	24.1	NA	0	0	0	0.138	NA	-4.8	1.8	-3	0
Collin Sexton	11	CLE	7	-0.0537877568237509	0.0186665841314866	0.0212581038131851	-0.249056142798496	0.0957130404120318	0.150345048264421	0.132979578404618	0.36003544317883	-0.485187848343245	-0.5824037580116	0.26091063494078	0.454438213088874	0.862682738707166	7.96241169495775	7.57205321554134	8.6	7.36993894140243	3.97224461390877	96.7272727272727	22.2220202011019	112.363636363636	14.520831431242	-4.61818181818182	7.5414611557467	-0.2	-1.68666666666667	10.06	8.66666666666667	2021-22	23	CLE	NBA	SG	11	28.7	6.2	13.7	0.45	1	4.1	0.244	5.2	9.6	0.538	0.487	2.6	3.5	0.744	1.2	2.1	3.3	2.1	0.9	0	2.8	2.3	16	11.2	0.523	0.298	0.258	4.6	7.9	6.3	11.9	1.6	0	15.6	27.9	NA	-0.4	0.3	-0.1	-0.009	NA	-3.5	-0.7	-4.1	-0.2
Lamar Stevens	63	CLE	35	0.0435249500785058	0.0212305985445073	-0.0893085149730711	-0.15170295141391	-0.131344288387249	-0.138293800453127	0.0492837709098752	0.0721657972268718	-0.595353290971746	-0.626876342519412	0.0928368692599978	0.0993567262308102	0.720865659826574	5.27716195507123	8.55177140330471	4.32222222222222	4.97320058054538	7.20226574408625	96.984126984127	54.5924761634883	112.603174603175	14.0684268815186	-5.1952380952381	10.3476727720408	0.0596774193548388	0.299193548387097	4.33387096774194	6.79543010752688	2021-22	24	CLE	NBA	PF	13	16.1	2.5	5.1	0.489	0.3	1	0.277	2.2	4	0.543	0.517	0.8	1.2	0.707	0.7	1.9	2.6	0.7	0.5	0.3	0.7	1.7	6.1	11.3	0.544	0.204	0.235	5.2	12.5	8.9	6.5	1.5	1.6	10.4	17.1	NA	0.4	1.2	1.6	0.078	NA	-3.2	0.3	-2.9	-0.2
Denzel Valentine	24	CLE_UTA	14	-0.0107196492668906	0.303360221548754	-0.30335703897036	-0.152731905868112	0.024161070764816	0.00681893933091936	-0.15408101005739	0.0412709834993723	-0.243674851396676	-0.331448626599399	-0.0733435542815185	0.0557579318009583	0.37331980745253	3.8708778916641	8.77414806779667	1.8625	3.82552212975136	14.2036067832144	64.0416666666667	61.4006650344006	103.291666666667	15.2642781816173	-1.625	15.9497921480255	-0.0304347826086957	-0.0101449275362318	2.89130434782609	4.40869565217391	2021-22	28	TOT	NBA	SG	0	9.3	1	2.8	0.379	0.8	2	0.404	0.3	0.8	0.316	0.523	0	0	NA	0.4	1.4	1.8	0.5	0.3	0	0.5	0.8	2.9	8.1	0.523	0.712	0	4.6	16.1	10.4	7	1.8	0	15.4	15.5	NA	-0.1	0.3	0.2	0.039	NA	-3.1	0.4	-2.7	0
Dean Wade	51	CLE	27	0.0351462968115058	0.191171542860269	-0.0622686088884673	-0.00331433634722502	0.193020818638822	0.229765468849822	-0.0640911052916686	0.0276113565064367	-0.601241222867862	-0.624977948417908	0.0544578170736995	0.169796701558554	0.619012164426629	5.01628719820765	10.757883394043	4.49411764705882	5.03330554465774	6.96195431205472	105.549019607843	66.746479675108	110.450980392157	13.0112470201594	-0.992156862745098	10.9195026102338	0.022	0.310333333333333	5.162	8.05566666666667	2021-22	25	CLE	NBA	PF	28	19.2	1.9	4.3	0.456	1	2.8	0.359	0.9	1.5	0.64	0.574	0.4	0.6	0.667	0.6	2.3	2.9	1	0.6	0.1	0.3	1.7	5.3	10.1	0.584	0.654	0.138	3.6	13.1	8.5	7.3	1.5	0.6	6.5	11.1	NA	1.1	1.1	2.3	0.111	NA	-1.9	1.3	-0.6	0.4
Dylan Windler	50	CLE	28	0.124392728190995	0.0722075471823329	-0.0972016340669969	-0.164023830005406	0.237778896416318	0.225359433021383	0.0123894287082184	0.0711546678730669	-0.548645924391085	-0.604285500432173	0.16932971274192	0.182492023090252	0.532836956138231	3.14934395500694	6.50410737137793	1.904	3.20254745539885	10.3050154224602	89.48	83.9665239417301	110.26	19.8276348070267	-2.276	14.2120466291015	0.0285714285714286	0.353061224489796	2.77959183673469	5.94557823129252	2021-22	25	CLE	NBA	SF	0	9.2	0.7	2	0.378	0.4	1.4	0.3	0.3	0.6	0.571	0.485	0.3	0.4	0.833	0.4	1.4	1.8	0.7	0.3	0.1	0.3	0.9	2.2	8.8	0.519	0.714	0.184	5.2	16	10.7	10	1.5	0.6	13.1	11.8	NA	0.2	0.6	0.8	0.084	NA	-2.9	1.2	-1.7	0
Justin Anderson	16	CLE_IND	3	0.209571949736226	0.000750012137857533	0.239126507580604	0.111917050852283	-0.147577796534369	-0.299198396754543	0.135787780933556	0.0972973563850224	-0.561013480713165	-0.792133403909983	-0.100548589425611	-0.100474311012751	0.350485146656941	6.03185985690428	11.9999625288767	5.1375	5.98752870556793	7.51520403360193	93.8125	44.5304670983811	123.125	13.3759734848222	-2.83125	18.2672646647858	-0.173333333333333	0.194444444444445	6.58666666666667	10.2255555555556	2021-22	28	TOT	NBA	SF	6	19.8	2.3	5.9	0.379	0.9	3.7	0.254	1.3	2.3	0.583	0.458	0.9	1.2	0.789	0.3	2.6	2.9	2.1	0.5	0.4	0.5	1.4	6.4	10.4	0.493	0.621	0.2	1.4	15	8.1	14.2	1.2	1.7	7.2	15.1	NA	0.2	0.2	0.4	0.054	NA	-1.9	-1.3	-3.2	-0.1
Goga Bitadze	50	IND	17	-0.190455510044195	-0.18042963222353	-0.210485018575124	-0.159142042995787	0.226106507035411	0.144666096596663	-0.221705250253655	-0.138376303834107	-0.559262132537478	-0.593485714272523	-0.254255595461565	-0.211476936243577	0.665953242699854	6.83176852831606	10.5089354324262	5.956	6.84150478733312	9.78722115613945	93.66	62.3690824766534	112.62	19.1821451844561	-4.398	13.3409831966411	-0.0224489795918368	-0.185034013605442	6.1	8.53673469387755	2021-22	22	IND	NBA	C	16	14.6	2.6	5	0.52	0.5	1.6	0.288	2.2	3.4	0.628	0.565	1.3	1.9	0.681	1.6	2	3.5	1.1	0.4	0.8	0.9	2.1	7	18	0.595	0.317	0.373	11.9	15.3	13.5	11.2	1.4	5	13.6	19.9	NA	1.3	0.6	1.9	0.122	NA	-0.2	-0.6	-0.8	0.2
Oshae Brissett	67	IND	19	0.110226575994235	0.0605331984920949	-0.0489447029734948	-0.134369525923051	-0.02461236658176	-0.152972615245219	0.248203548797693	0.162976325460248	-0.447587012572959	-0.589790601891798	0.112398345158165	0.116201735684884	0.751489278327821	6.63611270691565	9.23044139895371	7.26716417910448	6.30294274849602	6.62599556876173	103.805970149254	42.9718860898647	118.820895522388	13.8344381155784	-3.12835820895522	8.560228791373	0.343939393939394	0.422979797979798	5.93787878787879	6.23106060606061	2021-22	23	IND	NBA	SF	25	23.3	3.1	7.6	0.411	1.2	3.5	0.35	1.9	4	0.465	0.493	1.7	2.4	0.695	1.6	3.7	5.3	1.1	0.7	0.4	0.8	1.7	9.1	12.9	0.53	0.468	0.324	7.6	18.1	12.8	6.4	1.4	1.6	8.5	17.3	NA	1.4	0.9	2.2	0.069	NA	-0.5	-1.7	-2.2	-0.1
Malcolm Brogdon	36	IND	14	0.152549669352693	0.395327796380361	0.0740424191009563	0.296516327277738	-0.25658894741054	-0.185424811185191	0.392199640541535	0.581968828052724	-0.540502510037397	-0.739590776507324	0.202627424373065	0.457694735853664	0.814281013285924	7.05235522968847	7.61689775389548	15.1666666666667	6.8818602136341	5.02612460763047	116.805555555556	19.850612720942	115.194444444444	14.1901765708222	2.05277777777778	7.17585181050649	-0.205714285714286	-0.154285714285714	7.05142857142857	5.94857142857143	2021-22	29	IND	NBA	PG	36	33.5	6.8	15.1	0.448	1.6	5.2	0.312	5.1	9.9	0.518	0.501	4	4.6	0.856	0.9	4.2	5.1	5.9	0.8	0.4	2.1	2	19.1	18	0.557	0.343	0.308	3	14.3	8.6	26.9	1.2	1	11.1	24.6	NA	2.2	0.4	2.7	0.106	NA	2.8	-0.5	2.3	1.3
Ahmad Caver	1	IND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1.7	NA	NA	200	NA	135	NA	36.9	NA	NA	NA	NA	NA	2021-22	25	IND	NBA	SG	0	1	1	1	1	0	0	NA	1	1	1	1	0	0	NA	0	0	0	0	0	0	0	0	2	76.2	1	0	0	0	0	0	0	0	0	0	42.8	NA	0	0	0	1.204	NA	31	5.9	36.9	0
Torrey Craig	78	IND_PHO	36	0.0852440337896522	0.213787019243853	-0.0217979615463596	-0.0464304029424237	-0.0625261952262933	-0.00868117486389748	0.227172363162838	0.261247780326186	-0.429247005911005	-0.582898122521592	0.216349536884714	0.286996704437568	0.791010986604895	5.7349028665803	8.64696884239328	5.34615384615385	5.59869401069344	5.49300239013923	98.0384615384615	52.0260779533955	113.128205128205	14.5694565536627	-2.90512820512821	9.04281155904738	0.00389610389610389	-0.0196969696969697	5.5025974025974	6.19069264069264	2021-22	31	TOT	NBA	SF	16	20.5	2.6	5.7	0.454	1	3	0.329	1.6	2.7	0.594	0.541	0.5	0.7	0.75	1.1	2.9	4	1.2	0.6	0.5	0.9	1.9	6.6	11	0.556	0.531	0.118	5.9	15.4	10.7	7.6	1.4	2	12.6	14.3	NA	0.9	1.4	2.3	0.07	NA	-1.7	-0.1	-1.8	0.1
Chris Duarte	55	IND	21	0.132510664295405	0.0436639669481813	0.148203483406916	0.167532295947479	-0.211950582385119	-0.0554538676742749	0.182855174634783	0.0295887579089176	-0.538858685090692	-0.657089006968539	0.131466997317006	-0.00301202947679018	0.873449722678393	5.82228390745332	7.53879286541052	8.77636363636364	6.2125310532457	5.43047703319707	103.963636363636	28.4552694048459	115.927272727273	12.3690991100651	-3.05818181818182	8.30891290543075	-0.337037037037037	-0.27962962962963	5.7	7.69259259259259	2021-22	24	IND	NBA	SG	39	28	4.9	11.3	0.432	1.7	4.6	0.369	3.2	6.7	0.475	0.507	1.6	2	0.804	0.7	3.4	4.1	2.1	1	0.2	1.6	1.7	13.1	12.3	0.537	0.411	0.18	2.9	13.6	8.2	10.9	1.8	0.6	11.8	21.1	NA	0.2	0.7	0.9	0.029	NA	-1.2	-1.1	-2.3	-0.1
Tyrese Haliburton	77	SAC_IND	26	0.042091531442494	0.263946170998231	0.112887549259372	0.263443602305032	-0.0723427186304495	0.0164406880087162	0.109253997002835	0.310122400047769	-0.448021760984998	-0.532137343848924	0.043514830891336	0.22598975807585	0.857376620129497	7.12964601913504	4.96343030844845	15.3623376623377	6.88178447943017	5.12802000778794	119.077922077922	26.0529654003482	117.649350649351	11.1600394191039	2.41688311688312	6.83571123234064	0.243421052631579	0.142982456140351	6.99605263157895	5.34824561403509	2021-22	21	TOT	NBA	PG,SG	77	35	5.6	11.8	0.473	2.1	5.1	0.414	3.5	6.8	0.517	0.562	2.1	2.5	0.842	0.8	3.2	4	8.2	1.7	0.6	2.6	1.6	15.3	18.2	0.595	0.428	0.209	2.5	10.3	6.3	34.1	2.4	1.6	16.7	19	NA	5.2	1.8	7	0.125	NA	2.7	-0.1	2.6	3.1
Buddy Hield	81	SAC_IND	26	0.0634774933728733	0.203327621689805	-0.187008907981272	-0.0642641617478194	0.198276001203321	0.159793163797553	0.129477660849476	0.272978076355737	-0.399190231467046	-0.466164291617629	0.00119279386121492	0.107961332120238	0.87714402565887	7.28280148918424	6.2024825636183	10.183950617284	7.04961801784543	5.4399902414582	104.567901234568	27.5866535989801	119.864197530864	12.6962131031459	-1.75308641975309	8.48261584683276	-0.02125	0.0627083333333333	7.95875	4.85729166666667	2021-22	29	TOT	NBA	SG	32	30.9	5.5	13.6	0.406	3.2	8.8	0.366	2.3	4.7	0.482	0.526	1.4	1.6	0.874	0.8	3.5	4.4	2.8	0.9	0.3	1.9	2.3	15.6	12.9	0.548	0.652	0.116	2.9	12.8	7.8	13.8	1.4	0.9	11.7	22.4	NA	0.8	1.1	1.9	0.036	NA	0.5	-1.7	-1.2	0.5
Nate Hinton	2	IND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.530330085889911	-0.85	1.20208152801713	35.4967604155647	0	0	127.5	10.6066017177982	-34.15	38.3958982184295	1.7	-0.75	1.7	0.75	2021-22	22	IND	NBA	SG	0	1	0	0.5	0	0	0	NA	0	0.5	0	0	0	0	NA	0	0	0	0	0	0	0.5	0	0	-45.2	0	0	0	0	0	0	0	0	0	50	42.8	NA	-0.1	0	-0.1	-1.231	NA	-28.1	-14.5	-42.6	0
Justin Holiday	74	IND_SAC	25	0.0774566472198494	0.101876318468907	-0.0448034586071616	0.0345142362920297	0.109789681213104	0.0407386412227142	-0.0401160718154972	0.0323678832078899	-0.407288616006335	-0.573738974907889	0.0254326854106357	0.0836909290257838	0.902620583027114	5.73848508170499	6.67235089107834	6.6472972972973	5.91159119049637	4.46380171280162	106.108108108108	42.8116510730968	117.635135135135	11.8571108360658	-2.83918918918919	8.23397268533818	0.0849315068493151	0.0730593607305936	6.77260273972603	6.75844748858447	2021-22	32	TOT	NBA	SF,SG	65	27.8	3.5	8.9	0.394	2.4	6.5	0.367	1.1	2.4	0.467	0.528	0.7	0.8	0.806	0.4	2.2	2.6	1.7	0.8	0.4	0.9	2.1	10.1	9.5	0.543	0.728	0.094	1.5	8.8	5.1	8.6	1.3	1.4	9.2	15.8	NA	0.8	0.6	1.4	0.033	NA	-1.4	-0.8	-2.2	-0.1
Isaiah Jackson	36	IND	9	0.0592757947884867	-0.0289696158354566	-0.0126221878507684	-0.0973327340085008	0.208943669913267	0.127588069336813	-0.101928139921945	-0.28944715771598	-0.28796973036872	-0.400588328960911	-0.196138490318446	-0.314005914070188	0.450687192493997	6.74589822463568	9.68600641327969	6.89722222222222	6.39341116691288	9.26343040439895	96.0555555555556	44.9996472649315	109.527777777778	18.2435681207865	-2.35277777777778	10.8881977023908	0.114285714285714	0.871904761904762	5.91428571428571	7.29571428571429	2021-22	20	IND	NBA	PF	15	15	3.2	5.7	0.563	0.1	0.4	0.313	3.1	5.3	0.584	0.575	1.7	2.4	0.682	1.7	2.5	4.1	0.3	0.7	1.4	1.1	2.6	8.3	20.5	0.607	0.078	0.427	12.2	18.7	15.4	2.9	2.3	8.4	14	22.5	NA	0.7	0.7	1.4	0.126	NA	-1.6	0.1	-1.5	0.1
DeJon Jarreau	1	IND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	NA	0	NA	113	NA	-8	NA	NA	NA	NA	NA	2021-22	24	IND	NBA	SG	0	1	0	0	NA	0	0	NA	0	0	NA	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	NA	0	NA	0	0	0	-0.022	NA	-6.5	-1.5	-8	0
Jeremy Lamb	56	IND_SAC	23	0.0525836969144129	0.0688222088423319	0.0801250062922477	0.0348665319535305	-0.201104589262885	-0.170812029032205	0.135048736487571	0.135778632893289	-0.378442611067804	-0.610410060910138	-0.026534795009255	0.065636252542141	0.847373393132291	4.95839835891735	6.63317419564815	5.58214285714286	5.51006045645293	6.24624042769084	102.285714285714	44.5942166187966	114.107142857143	12.1426050393998	-1.5875	13.3717349455688	0.0963636363636364	-0.159090909090909	6.07818181818182	7.33909090909091	2021-22	29	TOT	NBA	SF,SG	0	16.7	2.4	6.2	0.383	1	3	0.324	1.4	3.2	0.441	0.463	1.6	1.9	0.84	0.5	2.3	2.8	1.4	0.6	0.4	0.7	1.1	7.3	13.3	0.521	0.49	0.305	3	15.3	9.1	12.3	1.6	2	8.6	19.7	NA	0.6	0.6	1.2	0.063	NA	-0.4	-0.5	-0.8	0.3
Caris LeVert	58	IND_CLE	23	-0.0204412505170698	0.0169515267243191	-0.0414962929360633	-0.000406103340109388	0.0104334568947266	0.106471805735728	-0.0203884447646686	-0.122893603449266	-0.50341366300693	-0.705921410384939	0.00985873590218846	0.045435292689112	0.81893556351038	7.69597753215526	6.50364968038364	11.7706896551724	7.17605689069475	5.94569903065211	106.862068965517	20.624843030439	117.620689655172	13.5087075052871	-1.55	7.03221284830455	-0.087719298245614	0.235672514619883	7.40350877192982	6.39356725146199	2021-22	27	TOT	NBA	SG	49	30.7	6.5	14.7	0.444	1.4	4.4	0.32	5.1	10.3	0.497	0.492	2.5	3.3	0.756	0.7	2.9	3.7	4.3	0.9	0.4	1.9	2.3	17	15.1	0.525	0.3	0.226	2.7	10.7	6.7	22	1.4	1.1	10.3	25.4	NA	1.2	1	2.2	0.059	NA	0	-1.2	-1.2	0.4
Kelan Martin	30	IND_BOS	14	0.380210657062259	0.374399754613039	-0.0893770052733786	0.098410593899534	0.0512943349722273	-0.0450846774448089	0.212777349149396	0.307342346424846	-0.383818481272284	-0.538292500178298	0.250362229840156	0.356516021359981	0.733416458511819	4.34026854405148	7.93633272206699	3.55333333333333	4.01323099117229	7.38385626440096	91.3666666666667	52.0168960172016	113.233333333333	12.6182225463765	-6.26	11.5740673266902	-0.303448275862069	-0.398850574712644	4.82758620689655	7.35402298850575	2021-22	26	TOT	NBA	SF	1	15	2.3	5.7	0.409	0.7	2.5	0.293	1.6	3.2	0.5	0.474	0.3	0.4	0.692	0.6	1.3	1.8	0.7	0.4	0.3	0.5	1.2	5.7	9.4	0.484	0.439	0.076	4.1	9.6	6.8	6.7	1.4	1.7	7.3	18.1	NA	-0.1	0.2	0	0.005	NA	-2.6	-1	-3.6	-0.2
T.J. McConnell	27	IND	9	0.254608479593144	0.194030656694833	-0.0284901719392288	-0.0169936256025246	0.0498804806460245	-0.249122385695158	0.285745254523473	0.223018408557316	-0.545658368904533	-0.64764121735977	0.420873267680577	0.365626901399063	0.885362111708447	5.28692414845976	7.08803703944126	8.67777777777778	5.81750232774628	5.67141831951989	111.148148148148	36.6120027646501	111.666666666667	14.3794725483667	0.225925925925926	7.77419758869995	0.0846153846153847	0.259615384615385	5.24615384615385	6.81602564102564	2021-22	29	IND	NBA	PG	8	24.1	3.7	7.7	0.481	0.4	1.2	0.303	3.3	6.5	0.514	0.505	0.7	0.9	0.826	0.7	2.6	3.3	4.9	1.1	0.4	1.1	2	8.5	15.1	0.525	0.159	0.111	3.4	12.2	7.7	28.7	2.2	1.3	11.7	16.2	NA	1	0.4	1.3	0.098	NA	-0.4	1.4	0.9	0.5
Reggie Perry	10	POR_IND	0	NA	-0.464227757185213	NA	-0.521035369508422	NA	-0.119182816156978	NA	0.114969242341835	NA	-0.455407993809262	NA	-0.537975486749369	0.861532212366224	6.03324125159934	6.89960277976338	6.78	5.24315426691478	10.14639509054	112.1	40.2421835060342	121.4	14.1750955317181	-5.23	5.65607834300606	1.41111111111111	2.11296296296296	6.61111111111111	8.30925925925926	2021-22	21	TOT	NBA	PF	1	18.7	4	7.9	0.506	0.3	1.6	0.188	3.7	6.3	0.587	0.525	0.9	1.5	0.6	1.5	3.2	4.7	1.2	0.9	0.6	1.1	3.3	9.2	15.6	0.537	0.203	0.19	8.5	19.5	13.8	11.1	2.4	3.2	11.4	22.4	NA	0.1	0.2	0.2	0.058	NA	-3.1	-1	-4.1	-0.1
Domantas Sabonis	62	IND_SAC	21	0.103727593940746	0.165125482912343	-0.141487669358911	-0.00147278309727979	0.031954465633735	0.00845038990286143	0.263149447534164	0.302793925810047	-0.368928189125669	-0.510726267350711	0.166984643869009	0.196340468646011	0.853874161081008	7.35316334003504	5.03203125030289	17.8467741935484	7.7898782107514	4.6772119339848	119.838709677419	26.9469384789764	111.725806451613	12.68815034491	3.83548387096774	7.31562658867861	-0.0557377049180328	-0.136338797814208	7.82950819672131	4.23415300546448	2021-22	25	TOT	NBA	C,PF	61	34.5	7.1	12.5	0.573	0.6	2	0.312	6.5	10.5	0.623	0.598	4	5.4	0.741	3.2	8.9	12.1	5.2	1	0.4	3.1	3.3	18.9	21.9	0.637	0.162	0.429	10.3	29	19.5	23.6	1.3	1.1	17.5	22.3	NA	5.3	1.8	7.1	0.159	NA	3.2	0.9	4.1	3.2
Jalen Smith	51	PHO_IND	29	-0.324980015135762	-0.185578714914586	-0.365645810663928	-0.24736551282233	-0.127136168260717	-0.133607691012152	-0.1906659660853	-0.175420624035761	-0.731447596487904	-0.758070238723637	-0.148763661749423	-0.150726777239393	0.550745172460019	6.32870832157778	9.6247805622497	7.81176470588235	5.97232440709054	9.10754955097854	110.117647058824	55.0300452694066	112.43137254902	17.3565606062501	-1.76274509803922	11.7403059718955	0.308	0.398333333333333	5.016	6.909	2021-22	21	TOT	NBA	PF	8	18.1	3.5	6.9	0.503	0.8	2.4	0.328	2.7	4.5	0.596	0.56	1.5	2	0.765	2	4	6	0.5	0.3	0.8	0.8	1.9	9.2	18.4	0.595	0.349	0.291	12	24.5	18.2	3.9	0.8	3.9	9.6	20.3	NA	1.7	1.1	2.8	0.145	NA	0.9	-1.4	-0.5	0.3
