Player	G	team	W	cor_WL_GmSc	cor_margin_GmSc	cor_WL_MP	cor_margin_MP	cor_WL_USG	cor_margin_USG	cor_WL_ORtg	cor_margin_ORtg	cor_WL_DRtg	cor_margin_DRtg	cor_WL_BPM	cor_margin_BPM	cor_GmSc_BPM	PTS_sd	MP_sd	GmSc	GmSc_sd	USG_sd	ORtg	ORtg_sd	DRtg	DRtg_sd	BPM_log	BPM_sd	GmSc_diff	MP_diff	GmSc_diff_abs	MP_diff_abs	Season	Age	Tm	Lg	Pos	GS	MP	FG	FGA	FG%	3P	3PA	3P%	2P	2PA	2P%	eFG%	FT	X1.x	FT%	ORB	DRB	TRB	X2.x	STL	BLK	TOV	PF	PTS	PER	TS%	3PAr	FTr	ORB%	DRB%	TRB%	AST%	STL%	BLK%	TOV%	USG%	X1.y	OWS	DWS	WS	WS/48	X2.y	OBPM	DBPM	BPM	VORP
Lance Stephenson	46	ATL_IND	11	0.00233206528340324	0.0283346188516111	-0.0523880071504334	-0.0505815423429136	-0.372769647645096	-0.269385901743661	0.0186047337815631	0.057899226218132	-0.513751925095742	-0.721249725149793	0.074080518418198	0.136378468605108	0.816294912040401	6.93851534329082	7.81377216373315	6.18913043478261	7.06091678847158	8.36801276774596	99.4130434782609	37.2693356748214	123.086956521739	12.8336815311317	-5.37826086956522	11.9365156472524	0.0955555555555556	-0.118888888888889	7.64666666666667	7.97296296296296	2021-22	31	TOT	NBA	PG,SG	1	17.7	3.2	7.0	.455	0.6	2.0	.300	2.6	5.1	.515	.497	1.4	1.7	.788	0.3	2.5	2.8	3.6	0.5	0.1	1.6	2.1	8.3	13.6	0.536	0.279	0.248	1.6	16	8.7	30.2	1.4	0.4	16.7	22.6	NA	0.4	0.4	0.8	0.048	NA	-1.6	-1.6	-3.2	-0.2
Keifer Sykes	32	IND	6	0.0432211784324688	0.140437654667417	-0.00705745032629211	0.043291346928312	-0.279577443062197	-0.296531834393788	-0.029702103173367	-0.0857861405373932	-0.386918282002927	-0.531573807500279	-0.253061612868642	-0.112448877933908	0.480494192821326	5.8018350823322	11.7662712398146	2.978125	5.32860414906374	7.53034653595788	77	54.7740225689797	126.125	13.8231922927119	-10.621875	19.6623388884567	0.0612903225806452	-0.324731182795699	4.73225806451613	11.8881720430108	2021-22	28	IND	NBA	PG	11	17.7	2.2	5.9	0.363	0.8	2.8	0.3	1.3	3.1	0.42	0.434	0.5	0.5	0.882	0.3	1.2	1.4	1.9	0.4	0.1	1	1.6	5.6	5.9	0.456	0.474	0.089	1.5	7.4	4.4	14.9	1	0.6	14.3	17.4	NA	-0.5	0.1	-0.5	-0.04	NA	-4.4	-2.5	-6.9	-0.7
Terry Taylor	33	IND	7	0.0111955737786907	0.215607032335465	-0.175857831834699	-0.0587382420133321	0.0336243923781581	0.119187777531738	-0.0796885729266169	-0.0108143736140329	-0.603189586206699	-0.712429582395806	0.145481872679429	0.238881580891403	0.186435038846206	6.48950201199109	10.5447058141548	9.16666666666667	6.27533199652948	7.39442485521314	130.121212121212	48.0317327241569	127.060606060606	12.5323067358413	0.921212121212121	10.2714336139046	0.35625	0.711979166666667	6.6625	8.4640625	2021-22	22	IND	NBA	SG	7	21.6	4.1	6.7	0.614	0.4	1.2	0.316	3.7	5.5	0.676	0.641	1.1	1.5	0.706	2.9	2.3	5.2	1.2	0.4	0.2	0.7	1.8	9.6	19	0.656	0.173	0.232	14.6	12.2	13.4	8.6	1	1	8.7	15.9	NA	2.2	0.2	2.4	0.16	NA	2.2	-2.7	-0.6	0.3
Tristan Thompson	57	SAC_IND_CHI	20	0.204247282057972	0.0818951996326616	-0.0552399666916769	-0.0467469181134452	0.109767104866262	-0.0219127227770414	0.245419025005677	0.164675150669497	-0.329633887109534	-0.482726263164662	0.0735175198537088	0.0467919137101937	0.693924313248089	4.4035899003001	5.77806696508147	5.31929824561403	4.17891982781655	8.20738519135041	100.350877192982	46.5420283292693	115.561403508772	13.6395139521953	-4.33157894736842	10.7107282314565	0.0839285714285714	-0.0648809523809524	4.34107142857143	4.83869047619048	2021-22	30	TOT	NBA	PF	6	15.7	2.5	4.7	0.528	0	0.1	0.333	2.5	4.6	0.53	0.53	1.1	2	0.526	2.1	2.9	5.1	0.6	0.4	0.4	0.8	1.7	6	14.9	0.541	0.011	0.434	14.7	20.8	17.7	5.5	1.2	2	12.4	17.5	NA	0.9	0.8	1.6	0.087	NA	-1.6	-1.5	-3.1	-0.3
Myles Turner	42	IND	15	0.302660384498047	0.324770809388501	0.0214784508433661	0.117064425126503	0.146607656148346	0.152914887238437	0.284430948794642	0.296238238670839	-0.429706117909026	-0.554459162397315	0.306129299716976	0.3092682253524	0.844793506927476	7.76349000150604	6.31101754427813	11.652380952381	7.67937491407001	5.18239952226402	114	34.126021828711	107.095238095238	12.4563815045073	0.9	7.83643771732801	0.00975609756097566	0.0556910569105691	8.13170731707317	6.2849593495935	2021-22	25	IND	NBA	C	42	29.4	4.8	9.4	0.509	1.5	4.4	0.333	3.3	5	0.662	0.587	1.9	2.5	0.752	1.5	5.5	7.1	1	0.7	2.8	1.3	2.8	12.9	17.4	0.615	0.466	0.267	5.8	21.3	13.4	5.1	1.1	8.3	10.9	17.1	NA	1.7	1.4	3.1	0.12	NA	0.1	1.4	1.4	1.1
Brad Wanamaker	23	IND_WAS	10	0.0207290450315997	0.0288689560772065	0.159122803080093	-0.0790648415152141	-0.349639947676153	-0.220711825781744	-0.0255485078555452	0.043498953954722	-0.414917476536408	-0.52760657393498	-0.154150117593317	-0.198128906456022	0.595573577957141	3.0709656526125	7.29048251254336	2.70869565217391	3.51734830951312	7.20719337631761	101.304347826087	52.8036110874391	116.086956521739	13.3719959871308	-6.16521739130435	12.942692170967	0.554545454545454	1.13560606060606	3.89090909090909	8.16136363636364	2021-22	32	TOT	NBA	PG	2	13.9	1.2	3.3	0.364	0.2	0.7	0.235	1	2.6	0.4	0.39	1	1.1	0.92	0.3	1.4	1.7	2.4	0.3	0.3	1	2	3.6	7.5	0.472	0.221	0.325	2.1	11.6	6.8	22.4	1.1	1.6	20.7	14.9	NA	-0.1	0.1	0	0.004	NA	-5.3	-0.5	-5.8	-0.3
Duane Washington Jr.	48	IND	12	-0.0281344802309551	0.0463523161859733	-0.207886319217627	-0.158554026602485	0.23085867800107	0.118052870935886	0.111529695042133	0.132744018353648	-0.410766275048701	-0.547146521971802	0.0217620447421793	0.0693892158149509	0.83079118758319	6.53953470702596	8.99875721981553	5.58333333333333	5.53020077098254	6.71853052997971	91.875	42.5053813864611	123.854166666667	11.511307268745	-5.62291666666667	10.2216549349863	0.3	0.379787234042553	5.26170212765957	6.49609929078014	2021-22	21	IND	NBA	PG	7	20.2	3.6	8.9	0.405	1.7	4.5	0.377	1.9	4.4	0.434	0.5	1	1.3	0.754	0.1	1.6	1.7	1.8	0.5	0.1	1.2	1.4	9.9	10.2	0.521	0.504	0.143	0.5	9.3	4.8	13	1.3	0.3	11.2	22.6	NA	-0.2	0.2	0	-0.002	NA	-1.9	-2.8	-4.8	-0.7
Gabe York	2	IND	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24264068711928	5.97505230102633	3.3	2.54558441227157	4.17193000900063	91.5	48.7903679018718	119.5	23.3345237791561	-1.8	1.13137084989848	-3.6	-8.45	3.6	8.45	2021-22	28	IND	NBA	SG	0	10.5	1	3.5	0.286	0.5	3	0.167	0.5	0.5	1	0.357	1.5	2.5	0.6	0	1	1	2	1	0.5	0.5	2	4	12.7	0.435	0.857	0.714	0	10.8	5.3	25.1	4.7	4.1	9.8	20.8	NA	0	0	0	0.059	NA	-3.7	2.2	-1.5	0
Marvin Bagley III	48	SAC_DET	17	0.215462748949525	0.32928963001399	0.236935473466373	0.301083538941157	0.122244750774888	0.224883086431335	0.212900811675565	0.295145644298889	-0.371370905060984	-0.344406546592051	0.110836765139468	0.106662221020127	0.818612769204153	6.23818031296157	6.70949253416358	8.98333333333333	6.12595918093851	4.91476237313638	111.083333333333	30.929455308391	115.104166666667	9.57443311656341	-3.15625	7.0920664770498	0.136170212765957	0.297872340425532	5.73617021276596	5.99148936170213	2021-22	22	TOT	NBA	PF	25	23.9	4.7	9.3	0.504	0.5	2	0.237	4.2	7.3	0.579	0.53	1.4	2.1	0.663	2.2	4.9	7	0.8	0.5	0.4	0.8	1.9	11.3	15.7	0.551	0.217	0.226	9.7	22.6	16	5.2	0.9	1.4	7.4	19.8	NA	1.2	0.9	2	0.085	NA	-0.5	-1.8	-2.3	-0.1
Saddiq Bey	82	DET	23	0.353601703037225	0.348607512993874	0.0525995831185885	0.0505102676582799	0.282167018202133	0.24032567123714	0.35712809644731	0.394965999726856	-0.281706518291365	-0.513862144528402	0.305480663064744	0.338259084592336	0.917499693176141	8.96082846914042	5.83565202479709	11.7487804878049	8.56457308186907	4.95513445049306	105.926829268293	29.7266478482098	116.926829268293	10.4051037901633	-0.792682926829268	8.1392325371183	-0.0617283950617284	-0.238477366255144	9.29135802469136	4.74053497942387	2021-22	22	DET	NBA	SF	82	33	5.5	13.9	0.396	2.6	7.4	0.346	2.9	6.4	0.454	0.489	2.6	3.1	0.827	1.3	4.1	5.4	2.8	0.9	0.2	1.2	1.6	16.1	14	0.529	0.537	0.224	4.1	14.1	8.8	13.8	1.3	0.5	7.1	21.3	NA	2.4	1.6	4	0.071	NA	0.9	-1.2	-0.3	1.2
Cade Cunningham	64	DET	20	0.0314728796224186	0.255096468709686	-0.0829380023582203	0.105880515735364	-0.154318018875727	-0.0395888069465239	0.174313991681911	0.317036073286137	-0.284595347331044	-0.503531469682499	-0.0409294771841321	0.158324346551314	0.899769370614561	7.51869363441908	6.04378251013983	11.346875	7.51635188338869	4.88919052888899	93.796875	23.012198067995	113.90625	10.7595933569234	-2.571875	8.76816877860815	0.0603174603174603	0.311111111111111	8.67619047619048	5.3984126984127	2021-22	20	DET	NBA	SG	64	32.6	6.7	16.1	0.416	1.8	5.7	0.314	4.9	10.4	0.472	0.471	2.2	2.6	0.845	0.9	4.6	5.5	5.6	1.2	0.7	3.7	3.1	17.4	13.1	0.504	0.352	0.163	2.9	16.2	9.2	29.1	1.8	1.9	17.5	27.5	NA	-2.4	1.9	-0.5	-0.011	NA	-1.1	-0.5	-1.6	0.2
Cheick Diallo	3	DET	0	NA	-0.813224912408651	NA	-0.981797010999423	NA	-0.628618557093712	NA	0.12576307812344	NA	-0.976798573552707	NA	0.545086770729058	0.0446164833488496	4.72581562625261	8.02985747763378	3	3.26036807738022	3.51330803279948	118	84.6108740056501	106.333333333333	22.1885856541902	-0.6	18.9391129676128	-1.4	2.89166666666667	5.1	12.975	2021-22	25	DET	NBA	C	0	10.3	1	2.7	0.375	0	0	NA	1	2.7	0.375	0.375	1.7	2	0.833	1.3	2.7	4	0	0.3	0	0.3	2	3.7	12.3	0.517	0	0.75	13.3	29.4	20.9	0	1.6	0	8.6	16.1	NA	0	0	0.1	0.108	NA	-4.2	-3.3	-7.5	0
Hamidou Diallo	58	DET	14	0.194083305741037	0.152476287307268	0.165852376131958	0.0494920475354751	0.087518530423514	0.0745728151877707	0.220746805751894	0.30888144655232	-0.240640995651664	-0.361916681775559	0.056999126339247	0.125142322256282	0.697508707511775	6.65955458507754	8.48300574397081	8.31206896551724	5.78622312915977	6.37660410052321	109.931034482759	29.4522283843822	111.913793103448	12.125490741031	-0.644827586206897	7.79187999326229	0.0526315789473685	-0.0154970760233918	5.09122807017544	5.61374269005848	2021-22	23	DET	NBA	SG	29	21.9	4.5	9.1	0.496	0.4	1.6	0.247	4.1	7.5	0.55	0.518	1.6	2.4	0.65	1.2	3.6	4.8	1.3	1.2	0.3	1	2.5	11	15.7	0.541	0.177	0.266	5.6	18.7	11.8	9.8	2.7	1.2	9	21.8	NA	0.6	1.5	2.1	0.079	NA	-1.2	0.7	-0.5	0.5
Carsen Edwards	4	DET	1	0.910050937948516	0.607376694602338	0.72735390284476	0.834493912192094	0.734599216107566	0.91951947344773	0.418689628712784	0.0617860749235383	-0.825758129789421	-0.696850160795487	0.5897486066435	0.225829790940667	0.867558413435778	5.37742193496723	9.96763744807646	3.35	6.26338566591584	4.26536438459053	74.5	54.933292880244	130.25	12.3119183449751	-11.65	11.0216453702098	-3.96666666666667	-1.68333333333333	8.16666666666667	12.3277777777778	2021-22	23	DET	NBA	SG	0	19.8	2.3	7.5	0.3	1	4	0.25	1.3	3.5	0.357	0.367	0.3	0.3	1	0.5	1	1.5	3.5	0.5	0	1.3	1	5.8	5.5	0.378	0.533	0.033	2.6	5.8	4.1	26.2	1.2	0	14.1	19.2	NA	-0.1	0	-0.1	-0.075	NA	-6	-3.4	-9.3	-0.1
Luka Garza	32	DET	3	0.185613900646432	-0.0207789666744781	0.288298111373139	0.111534701066303	0.0114311438927266	0.0480208444631741	-0.0474987800737289	0.0405483601447718	-0.181211507033069	-0.340104543344786	-0.126859708132811	-0.0391189308502276	0.335380735818209	5.20196923010582	9.75344048295166	4.396875	4.46552994181993	12.7151861040761	113.09375	46.510047041542	117.21875	14.8209406671123	-1.596875	14.2614636260822	0.361290322580645	0.785483870967742	4.2	7.01021505376344	2021-22	23	DET	NBA	C	5	12.2	2.1	4.6	0.449	0.5	1.5	0.327	1.6	3.1	0.51	0.503	1.2	1.9	0.623	1.8	1.3	3.1	0.6	0.3	0.2	0.6	1.7	5.8	15.6	0.535	0.333	0.415	15.3	12.3	13.9	8.3	1.1	1.4	9.4	21.1	NA	0.5	0.2	0.8	0.093	NA	-0.5	-2	-2.5	-0.1
Jerami Grant	47	DET	11	0.300069395249798	0.433638095610408	0.0115301467983646	0.159864628739629	-0.0625988819533426	0.0972243445070819	0.496869672557038	0.49757050426753	-0.118145400310257	-0.318076139492102	0.281870180428969	0.364043255416098	0.856568008438968	8.2414982965516	5.63956591599341	13.0595744680851	7.87899407545615	4.93769225553403	107.212765957447	26.9540157290578	113.893617021277	10.2453256415944	1.12340425531915	8.13503461327067	-0.328260869565217	-0.540217391304348	9.80217391304348	4.63442028985507	2021-22	27	DET	NBA	PF	47	31.9	6.3	14.9	0.426	1.9	5.4	0.358	4.4	9.5	0.465	0.491	4.6	5.5	0.838	0.6	3.5	4.1	2.4	0.9	1	1.8	2.3	19.2	16.1	0.556	0.363	0.371	1.9	12.4	6.9	12.5	1.4	2.9	9.5	25.7	NA	1.2	1.1	2.3	0.075	NA	1.4	-0.2	1.2	1.2
Killian Hayes	66	DET	21	0.0964659216224355	0.132053222907726	-0.0141280881463468	-0.0136548897683592	-0.165996335365327	-0.163102841150427	0.188480851300558	0.221075269027557	-0.274168598023111	-0.415690581469633	0.11918079737466	0.179007744107997	0.867004468629276	4.44759697827028	6.2679193105697	5.83181818181818	5.27773725089744	4.95828942606561	93.6818181818182	32.2924897631771	114.121212121212	11.9015385579605	-4.36212121212121	7.78483269226899	0.129230769230769	-0.153589743589744	6.13230769230769	6.69358974358974	2021-22	20	DET	NBA	PG	40	25	2.7	7	0.383	0.7	2.5	0.263	2	4.4	0.452	0.431	0.9	1.1	0.77	0.5	2.6	3.2	4.2	1.2	0.5	1.7	2.8	6.9	9.3	0.461	0.364	0.161	2.2	12	6.9	24.6	2.3	1.9	18.4	15.7	NA	-1	1.5	0.5	0.014	NA	-4.3	0.8	-3.5	-0.6
Frank Jackson	53	DET	9	0.182511799238712	0.287114161560827	0.0568558861968033	0.0833323490027717	-0.243744448902344	-0.140601616385342	0.232039566884672	0.319039345920178	-0.182792626565784	-0.422668137382121	0.132580757873654	0.295825524306605	0.831183606836868	6.64631023709993	6.78740917870255	6.11698113207547	5.87827603747171	5.93550239484791	99.0566037735849	36.6198848327914	118.433962264151	10.7979866961789	-4.66792452830189	8.72888162685993	0.0884615384615384	-0.118910256410256	5.98846153846154	5.94839743589744	2021-22	23	DET	NBA	PG	7	22.0	3.7	9.1	.402	1.6	5.3	.308	2.0	3.8	.529	.491	1.6	2.0	.827	0.4	1.3	1.6	1.0	0.5	0.2	0.7	1.7	10.6	10.6	0.53	0.578	0.215	1.7	6.7	4	7.6	1.1	0.7	6.7	20.9	NA	0.3	0.4	0.7	0.031	NA	-1.8	-1.7	-3.5	-0.4
Josh Jackson	51	DET_SAC	12	0.481052868520204	0.32069547936387	0.155724249308718	0.0720564078896587	0.17230907050024	0.0268460714138754	0.402195273092382	0.383387216444718	-0.0337741708398802	-0.300287593229801	0.184639963453389	0.270935885693923	0.743186523883696	5.48545313337297	7.3637292963774	4.01764705882353	4.94828074718292	8.84371672376474	78.4117647058823	46.2048380456368	113.666666666667	13.8226866660091	-6.80392156862745	12.0472396968652	0.058	-0.0180000000000001	4.882	5.48266666666667	2021-22	24	TOT	NBA	SF	3	16.3	2.4	5.9	0.4	0.6	2.5	0.254	1.7	3.3	0.512	0.455	1.1	1.5	0.714	0.4	2.4	2.8	1.1	0.5	0.4	0.9	1.7	6.4	9.5	0.491	0.433	0.257	2.6	16.4	9.2	10	1.5	2.4	12.3	19.7	NA	-0.7	0.7	0	0.001	NA	-4.1	-0.4	-4.5	-0.5
Cory Joseph	65	DET	19	0.0808538428134243	0.184272758777829	0.0808270218389289	0.21672055450977	0.029457357581429	-0.0686096644178671	0.0757302265201129	0.244750681905748	-0.223558433548081	-0.441098148343223	0.0430811392810401	0.185912910335484	0.830067737107688	5.1946255510272	7.21375188183007	6.87384615384615	5.05801582030558	5.62410548443039	111.769230769231	38.4345097335915	116.261538461538	10.3641161632893	-2.97846153846154	7.98450633077298	0.0203125	-0.0755208333333333	6.4296875	7.13489583333333	2021-22	30	DET	NBA	PG	39	24.6	2.7	6.2	0.445	1	2.4	0.414	1.7	3.7	0.465	0.526	1.5	1.7	0.885	0.4	2.2	2.7	3.6	0.6	0.3	1.3	2.3	8	11.4	0.579	0.393	0.283	1.9	10.3	5.9	21.8	1.3	1	15.9	14.3	NA	1.7	0.8	2.5	0.075	NA	-2	-0.1	-2.1	0
Braxton Key	11	PHI_DET	5	-0.261609337348006	-0.396928189375368	-0.193869015744944	-0.448415703593662	0.367121046222587	0.447428940947346	-0.404354597848991	-0.438620718107071	-0.625958454431338	-0.807102672094368	-0.329830578513214	-0.271753140556164	0.82914357309085	4.51260859854213	8.70527385722545	5.78181818181818	5.27670696207742	4.83178867689615	91.6363636363636	31.3409404047572	106.181818181818	16.1852907407818	-2.94545454545455	9.50529995700963	1.29	1.93166666666667	4.99	6.53833333333333	2021-22	24	TOT	NBA	SF	0	17.9	3	6.5	0.458	0.5	1.9	0.286	2.5	4.6	0.529	0.5	0.6	1.2	0.538	1.2	3.4	4.5	1	0.9	1	1	2.4	7.2	13.7	0.508	0.292	0.181	6.8	21.4	13.7	8.9	2.5	5	12.4	19.4	NA	-0.1	0.3	0.2	0.052	NA	-3.8	0.6	-3.3	-0.1
Saben Lee	37	DET	8	0.0302600434799616	0.0353087650534374	0.0643753413411804	0.137507865317941	-0.077692706881341	-0.169010749544447	0.133875943809949	0.122001748766454	-0.272538057373908	-0.388075330726708	-0.0356240416808841	-0.101757404894348	0.783010055547451	4.94610593941981	7.86150223456374	5.53243243243243	5.36811854346536	6.84428478617264	101.324324324324	48.9240079976953	114.621621621622	13.4254140249656	-1.91351351351351	9.88720166461455	0.172222222222222	0.606018518518519	5.43333333333333	6.63935185185185	2021-22	22	DET	NBA	PG	0	16.3	1.9	4.8	0.39	0.4	1.6	0.233	1.5	3.2	0.47	0.429	1.5	1.9	0.789	0.5	1.9	2.4	2.9	1	0.3	1	1.2	5.6	13.8	0.499	0.339	0.401	3.1	13	7.8	26.2	2.9	1.8	14.7	17.3	NA	0.3	0.7	0.9	0.073	NA	-1.9	1.5	-0.4	0.2
Isaiah Livers	19	DET	8	0.190237126685819	0.21670253855297	0.0677407206128074	0.106285722310267	0.330630202586392	0.31951702411948	0.124459548681473	0.31814128157392	-0.217115212829088	-0.345293583181102	0.215030932229493	0.207972701368974	0.817394652457676	5.36667211506752	10.2055332715505	5.23684210526316	5.76013218659238	6.30770901218946	105.684210526316	58.5415831615812	117.736842105263	11.0445668154234	-3.61052631578947	9.26174298072105	0.766666666666667	1.04351851851852	6.16666666666667	7.54907407407407	2021-22	23	DET	NBA	SF	5	20.2	2.2	4.7	0.456	1.4	3.4	0.422	0.7	1.4	0.538	0.606	0.6	0.7	0.857	0.8	2.2	3	1.1	0.7	0.4	0.8	1.9	6.4	11.1	0.629	0.711	0.156	4	12.5	8	8	1.7	1.6	13.5	12.4	NA	0.4	0.3	0.7	0.085	NA	-1.3	-0.2	-1.5	0
Trey Lyles	75	DET_SAC	19	0.26313417961858	0.247154451975484	0.285222689246188	0.258551958064235	0.0573514803848728	0.0221825251393598	0.18261675125105	0.212237588627794	-0.331654557347698	-0.474081157708486	0.0944593904814072	0.124842396778914	0.788458141600203	5.78759157303072	7.48126957102833	8.244	5.88381288401102	7.30298667768293	112.253333333333	36.5369466221313	115.346666666667	12.6175481977491	-1.59866666666667	9.14036922391812	-0.0121621621621621	0.0225225225225225	5.84459459459459	5.35900900900901	2021-22	26	TOT	NBA	PF	23	20.5	3.5	7.5	0.466	0.9	2.8	0.321	2.6	4.7	0.552	0.526	2.6	3.2	0.802	1.2	3.9	5.1	1.2	0.4	0.4	1	1.6	10.5	16.4	0.588	0.372	0.432	6	21.2	13.4	9	0.9	1.9	9.8	20.7	NA	2.4	1.2	3.5	0.111	NA	0.5	-0.8	-0.3	0.7
Rodney McGruder	51	DET	13	0.103585056590185	-0.0541203513604524	0.138050012928169	0.144590580289287	-0.202647627478573	-0.164581573118754	0.174255065964489	0.0915496711249573	-0.252314869473392	-0.40704805906499	0.069167675844719	-0.0463716120207446	0.806523268827378	5.50571895182369	7.45116054477773	4.1156862745098	5.43780737242575	6.77484505285516	93.5882352941177	63.9797394401035	117.921568627451	11.1621559517056	-2.84901960784314	11.3897387599369	0.026	0.419333333333333	5.426	5.65733333333333	2021-22	30	DET	NBA	SG	2	14.8	1.9	4.4	0.436	1.1	2.9	0.397	0.8	1.5	0.506	0.564	0.4	0.5	0.731	0.6	1.6	2.2	0.9	0.4	0.1	0.5	1.1	5.4	11.6	0.577	0.649	0.116	4.2	12.1	8	9.6	1.4	0.8	9.2	14.8	NA	0.7	0.4	1.2	0.075	NA	-0.7	-0.7	-1.4	0.1
Kelly Olynyk	40	DET	13	0.371670060160725	0.24595282047709	0.19836780869085	0.0584969241151829	0.011370454890015	-0.163359860548734	0.30530139481588	0.331639794087571	-0.32535747102625	-0.501790089298359	0.352512329286924	0.321626992475498	0.87543770547134	5.60762987549221	4.05383815791175	7.6675	5.83545254545493	6.45366075801069	109.8	32.8619490034857	113.65	11.7048094432402	0.8825	8.72955156424547	0.223076923076923	0.0162393162393162	5.92564102564103	3.47606837606838	2021-22	30	DET	NBA	C	1	19.1	3.2	7.2	0.448	1	3	0.336	2.2	4.2	0.527	0.517	1.7	2.2	0.775	1.4	3.1	4.4	2.8	0.8	0.5	1.5	2.5	9.1	16.7	0.561	0.416	0.311	7.3	18.3	12.5	23.3	2	2.2	15.1	21.5	NA	0.8	0.8	1.6	0.104	NA	0.5	1	1.6	0.7
Jaysean Paige	1	DET	1	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	-2.9	NA	NA	16	NA	109	NA	-31.5	NA	NA	NA	NA	NA	2021-22	27	DET	NBA	PG	0	7	0	3	0	0	2	0	0	1	0	0	0	0	NA	0	1	1	1	0	0	1	2	0	-22.2	0	0.667	0	0	16.3	7.7	18.1	0	0	25	24.5	NA	-0.1	0	-0.1	-0.574	NA	-25	-6.5	-31.5	0
Trayvon Palmer	1	DET	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	-1.9	NA	NA	0	NA	107	NA	-15	NA	NA	NA	NA	NA	2021-22	27	DET	NBA	SG	0	17	0	1	0	0	0	NA	0	1	0	0	0	0	NA	0	2	2	0	0	0	1	2	0	-5.7	0	0	0	0	13.4	6.4	0	0	0	50	5	NA	-0.1	0	0	-0.133	NA	-13.1	-1.8	-15	-0.1
Jamorko Pickett	13	DET	4	0.249053488876775	0.278301336888881	0.206448157115128	0.177030144239988	0.152935337796866	0.093408045631197	-0.0625634208621278	-0.074380243125743	-0.680742246331313	-0.649523073905265	0.0127963349796411	0.0718292685544362	0.614560445155485	4.31752540710829	10.547541435893	2.6	4.45776476125274	5.37476296436196	92	91.5004553722731	118.923076923077	13.9371298962014	-5.20769230769231	12.6178749887122	0.233333333333333	1.82638888888889	4.08333333333333	9.25694444444444	2021-22	24	DET	NBA	PF	0	13.5	1.4	3.8	0.36	1	3	0.333	0.4	0.8	0.455	0.49	0.1	0.2	0.5	0.5	2	2.5	0.5	0	0.5	0.4	0.9	3.8	7.6	0.491	0.78	0.04	3.5	16.8	9.8	5.8	0	3.6	8.9	13.6	NA	0	0.1	0.1	0.015	NA	-2.8	-2.1	-5	-0.1
Micah Potter	3	DET	2	-0.994571793754348	-0.995320733416029	-0.651409190731498	-0.789785269744709	-0.516389987339632	-0.676977776799027	-0.802955068546966	-0.905796260114	-0.98432413828809	-0.999718640088218	-0.28302467718954	-0.0858219919157049	0.181690182154232	4	7.21603795054486	3.23333333333333	4.32473505932252	10.5096780794339	72	67.9485099174368	114.666666666667	17.0098010962308	-5.93333333333333	4.69183688264344	3.5	1.33333333333333	4.4	12.2833333333333	2021-22	23	DET	NBA	C	0	10.3	1.7	3.7	0.455	0	0.7	0	1.7	3	0.556	0.455	0.7	0.7	1	1.3	1.7	3	0	0.3	0.3	0.3	1.3	4	13.6	0.505	0.182	0.182	13.3	18.4	15.7	0	1.6	2.9	7.8	17.8	NA	0	0	0	0.073	NA	-4	-3	-7.1	0
Justin Robinson	25	MIL_SAC_DET	13	0.0418247587630521	0.151066306640781	-0.0997746333057866	-0.226819249112172	0.233323296431866	0.128097722120882	-0.0219160941507142	0.0148687867845293	-0.589799573217249	-0.733467487194348	-0.158785568265169	-0.0589264191951559	0.747276806236666	3.38279962949823	8.31827250139158	1.388	3.43078222373071	10.9157332934317	70	59.6566565159888	114.16	12.0646867620617	-12	16.6738567824004	0.0875	0.182638888888889	3.5125	7.37013888888889	2021-22	24	TOT	NBA	PG	0	12.2	1.1	3.7	0.301	0.7	2.4	0.295	0.4	1.3	0.313	0.398	0.2	0.3	0.5	0.2	0.7	0.8	1.3	0.4	0	0.7	1.1	3.1	3.6	0.404	0.656	0.086	1.4	6	3.7	14	1.4	0.3	15	16	NA	-0.5	0.2	-0.3	-0.055	NA	-6.4	-1.3	-7.6	-0.4
Deividas Sirvydis	3	DET	1	0.5	-0.24854790640048	-0.495212341766168	-0.961623379623193	-0.989309269739169	-0.604917398119784	-0.5	-0.96312313730186	-0.285080850134854	-0.874241065507192	0.856564761132438	0.251080060013419	0.875185734200534	1.73205080756888	7.54896976046695	0.333333333333333	0.981495457622364	10.971478174491	16.6666666666667	28.8675134594813	99.6666666666667	17.2143351115671	-8.73333333333333	6.20107517559119	0	-6.51666666666667	1.7	6.6	2021-22	21	DET	NBA	SG	0	9	0.3	3.3	0.1	0.3	2.3	0.143	0	1	0	0.15	0	0	NA	0	2	2	0.3	1	0.3	0	1.3	1	0.1	0.15	0.7	0	0	25.3	12	4.9	5.4	3.3	0	15.9	NA	-0.1	0.1	-0.1	-0.139	NA	-10.8	2.2	-8.7	0
